HighIncomeDev,AgeOrdinals,OrgSizeOrdinals,EdLevelOrdinals,RemoteOrdinals,YearsCodePro,PurchaseInfluence,"Employed, full-time","Employed, part-time","Independent contractor, freelancer, or self-employed","Student, full-time","Student, part-time",Not employed,DevType,Country,Industry
True,59,2999.5,5,2,22,2,1,0,0,0,0,0,7935,3865,446
False,39,1.0,3,2,20,0,0,0,1,0,0,0,7935,1798,12087
True,39,299.5,5,2,11,1,1,0,0,0,0,0,7935,3865,12087
False,29,14.5,3,2,5,0,0,1,0,0,1,0,1304,310,12087
False,59,749.5,6,1,28,1,1,0,0,0,0,0,709,491,592
True,59,1.0,5,1,44,2,1,0,0,0,0,0,7935,340,12087
False,65,1.0,6,1,42,2,0,0,0,0,0,1,7935,185,12087
True,29,10000.0,7,1,13,2,1,0,0,0,0,0,753,26,12087
True,49,59.5,5,0,20,1,1,0,0,0,0,0,7935,3865,12087
True,39,10000.0,6,1,16,1,1,0,0,0,0,0,7935,1798,12087
False,39,299.5,5,2,10,0,1,0,0,0,0,0,7935,16,460
False,29,299.5,2,2,11,1,0,1,1,0,0,0,215,1798,799
True,49,59.5,1,2,25,1,1,0,0,0,0,0,994,3865,1531
True,29,59.5,6,1,10,1,1,0,0,0,0,0,7935,838,465
False,21,59.5,6,0,0,0,1,0,0,0,0,0,7935,22,12087
False,29,5.5,6,2,4,2,1,0,0,0,0,0,7935,962,12087
False,39,14.5,5,2,13,1,1,0,0,0,0,0,4461,171,652
True,39,1.0,6,2,7,1,0,0,1,0,0,0,4461,17,12087
False,39,10000.0,5,2,17,1,1,0,0,0,0,0,4461,44,675
False,29,5.5,7,1,3,2,1,0,0,0,0,0,155,1239,341
True,29,5.5,5,1,9,2,1,0,0,0,0,0,994,3865,12087
False,39,2999.5,5,1,10,2,0,1,1,0,0,0,423,16,684
True,39,749.5,4,2,15,0,1,0,0,0,0,0,7935,3865,12087
True,39,299.5,6,2,22,1,1,0,0,0,0,0,7935,3865,1531
True,39,10000.0,5,2,13,0,1,0,0,0,0,0,4461,3865,12087
False,29,59.5,5,2,11,0,1,0,1,0,0,0,7935,620,799
True,39,2999.5,5,2,22,1,1,0,0,0,0,0,7935,3865,460
True,29,7499.5,3,2,12,1,1,0,0,0,0,0,7935,786,12087
True,59,14.5,5,2,35,2,1,0,0,0,0,0,7935,3865,12087
True,39,14.5,6,1,20,1,0,0,0,0,0,1,7935,3865,12087
False,39,1.0,5,2,26,2,0,0,1,0,0,0,7935,1798,12087
True,39,59.5,6,1,10,0,1,0,0,0,0,0,994,1239,592
True,49,14.5,5,1,25,1,1,0,0,0,0,0,4461,3865,12087
True,29,59.5,5,2,9,1,1,0,0,0,0,0,4461,1239,684
False,29,10000.0,6,2,5,1,1,0,0,0,0,0,7935,1160,12087
True,49,5.5,7,2,15,1,1,0,0,0,0,0,343,3865,1531
False,29,5.5,6,2,7,2,1,0,0,0,0,0,7935,109,799
True,65,299.5,5,2,31,2,1,0,0,0,0,0,4461,3865,799
True,29,1.0,5,2,11,2,0,0,1,0,0,0,7935,3865,12087
True,29,10000.0,5,2,12,1,1,0,0,0,0,0,7935,1798,12087
True,39,299.5,4,1,10,1,1,0,0,0,0,0,7935,3865,203
False,29,749.5,6,2,8,0,1,0,0,0,0,0,1304,1160,652
True,59,10000.0,5,1,41,1,1,0,0,0,0,0,423,1239,12087
False,21,10000.0,5,2,2,2,1,0,0,0,0,0,343,156,12087
False,49,749.5,1,2,25,1,1,0,0,0,0,0,4461,491,12087
True,39,10000.0,5,1,10,1,1,0,0,0,0,0,423,1239,460
False,59,14.5,1,1,36,1,1,0,0,0,0,0,994,491,12087
True,59,10000.0,5,2,20,0,1,0,0,0,0,0,4461,3865,652
True,29,59.5,5,1,7,1,0,1,0,0,0,0,423,340,12087
True,29,749.5,6,2,10,1,1,0,0,0,0,0,371,503,12087
True,29,14.5,6,2,11,2,1,0,0,0,0,0,439,503,203
False,21,5.5,5,2,5,1,0,1,0,0,0,0,7935,962,652
True,29,7499.5,6,1,12,0,1,0,0,0,0,0,155,838,12087
False,29,299.5,6,0,6,1,1,0,0,0,0,0,7935,838,592
True,39,59.5,6,2,14,1,1,0,0,0,0,0,4461,1239,465
True,29,10000.0,5,1,3,0,1,0,0,0,0,0,4461,3865,799
True,39,5.5,6,2,20,0,1,0,0,0,0,0,7935,1798,12087
True,29,10000.0,5,2,7,1,1,0,0,0,0,0,7935,3865,675
True,29,299.5,3,2,11,0,1,0,0,0,0,0,1304,30,12087
True,39,59.5,6,2,9,0,0,0,1,0,0,0,7935,12,848
True,21,299.5,1,1,6,0,1,0,0,0,0,0,7935,340,675
False,29,299.5,7,1,12,1,1,0,0,0,0,0,4461,838,1531
True,29,2999.5,6,1,1,1,1,0,0,0,0,0,7935,3865,12087
True,49,299.5,3,1,30,1,0,0,1,0,0,0,7935,109,401
True,39,2999.5,7,1,14,1,1,0,0,0,0,0,7935,1798,1531
True,29,10000.0,6,1,10,1,1,0,0,0,0,0,7935,77,12087
True,29,299.5,5,2,10,1,1,0,0,0,0,0,4461,491,12087
True,29,59.5,5,2,17,0,1,0,0,0,0,0,7935,3865,460
False,21,59.5,1,0,0,0,1,0,0,0,0,0,994,1239,799
False,49,5.5,1,0,30,2,1,0,0,0,0,0,994,491,12087
False,59,59.5,6,1,30,0,1,0,0,0,0,0,7935,527,12087
True,29,2999.5,6,1,11,1,1,0,0,0,0,0,7935,527,12087
False,21,299.5,1,0,1,0,1,0,0,0,0,0,7935,1798,12087
False,29,299.5,4,1,6,1,1,0,1,0,0,0,4461,71,684
True,39,2999.5,3,2,17,2,1,0,1,0,0,0,7935,156,12087
False,39,59.5,5,2,24,1,1,0,0,0,0,0,7935,503,684
False,29,59.5,6,2,11,2,1,0,0,0,0,0,439,962,12087
True,21,14.5,5,1,5,2,1,0,0,0,0,0,7935,3865,592
True,49,299.5,5,0,20,1,1,0,0,0,0,0,318,3865,12087
True,39,7499.5,6,1,2,0,1,0,0,0,0,0,7935,3865,592
False,21,59.5,5,1,5,1,1,0,0,0,0,0,7935,1798,12087
False,49,299.5,6,2,22,1,1,0,0,0,0,0,7935,503,401
False,29,7499.5,5,1,6,1,1,0,0,0,0,0,994,527,12087
True,39,14.5,6,1,8,2,1,0,0,0,0,0,7935,1798,12087
False,49,59.5,6,2,18,2,1,0,0,0,0,0,994,219,12087
True,29,2999.5,5,1,10,1,1,0,0,0,0,0,7935,3865,12087
False,21,299.5,3,0,4,0,1,0,0,0,0,0,7935,620,12087
True,29,299.5,5,2,11,1,1,0,0,0,0,0,4461,491,12087
True,59,10000.0,5,2,40,0,1,0,0,0,0,0,215,3865,446
False,29,59.5,6,1,1,1,1,0,0,0,0,0,7935,838,12087
True,29,749.5,5,1,7,0,1,0,0,0,0,0,371,117,12087
False,49,14.5,3,1,26,1,1,0,0,0,0,0,7935,527,12087
False,49,14.5,3,2,2,0,1,0,0,0,0,0,4461,1160,12087
True,49,59.5,6,2,17,2,1,0,0,0,0,0,4461,1798,799
True,29,299.5,4,2,5,1,1,0,1,0,0,0,215,786,799
True,29,10000.0,5,2,10,0,1,0,0,0,0,0,994,3865,12087
True,49,5.5,5,2,20,1,0,0,1,0,0,0,7935,3865,12087
True,59,1.0,6,2,20,2,0,0,1,0,0,0,7935,3865,12087
False,59,1.0,5,2,20,2,0,0,1,0,0,0,7935,31,12087
False,39,299.5,6,0,7,1,1,0,0,0,0,0,318,95,1531
True,29,749.5,5,2,6,0,1,0,0,0,0,0,1304,838,12087
False,29,5.5,6,0,13,2,1,0,0,0,0,0,211,38,12087
True,29,299.5,6,0,5,1,1,0,0,0,0,0,7935,3865,799
True,39,2999.5,5,2,13,1,1,0,0,0,0,0,7935,3865,684
True,29,7499.5,5,1,9,0,1,0,0,0,0,0,1304,425,1531
True,29,59.5,5,2,15,2,1,0,0,0,0,0,4461,19,799
True,59,1.0,1,1,38,2,0,0,1,0,0,0,994,491,12087
True,39,10000.0,7,1,12,1,1,0,0,0,0,0,4461,538,12087
False,21,2999.5,5,1,4,0,1,0,1,0,0,0,7935,962,465
True,39,2999.5,7,0,5,0,1,0,0,0,0,0,318,838,341
False,65,10000.0,5,2,20,0,0,1,0,0,0,0,4461,1239,1531
False,39,59.5,6,1,23,1,0,1,0,0,0,0,7935,1239,1531
False,39,5.5,5,0,10,1,1,0,0,0,0,0,7935,491,12087
True,49,1.0,7,2,25,1,0,0,1,0,0,0,66,1798,12087
True,29,7499.5,5,2,7,0,1,0,0,0,0,0,753,3865,652
False,59,10000.0,5,2,38,1,1,0,0,0,0,0,7935,620,12087
False,39,299.5,3,0,18,1,1,0,0,0,0,0,7935,253,675
False,29,299.5,6,2,6,1,1,0,0,0,0,0,7935,1160,12087
True,39,299.5,5,1,12,1,1,0,0,0,0,0,7935,3865,341
True,49,2999.5,5,1,25,1,1,0,0,0,0,0,994,3865,12087
True,39,59.5,5,2,13,2,1,0,0,0,0,0,211,1239,675
True,29,7499.5,6,1,12,1,1,0,0,0,0,0,4461,527,12087
True,39,299.5,6,2,15,1,1,0,0,0,0,0,343,786,12087
True,39,2999.5,5,2,14,0,1,0,0,0,0,0,7935,503,465
True,39,59.5,6,1,10,1,1,0,0,0,0,0,994,209,446
True,39,1.0,6,2,9,1,0,0,1,0,0,0,7935,1798,12087
True,29,299.5,1,2,14,0,1,0,0,0,0,0,7935,310,848
True,29,59.5,5,2,17,0,1,0,0,0,0,0,4461,3865,12087
False,21,20.0,3,0,1,0,1,0,0,1,0,0,83,3865,12087
True,39,299.5,6,1,14,0,1,0,0,0,0,0,4461,1239,675
True,29,299.5,5,0,2,1,1,0,0,0,0,0,709,3865,1531
True,29,749.5,6,2,11,1,1,0,0,0,0,0,371,1239,12087
True,39,14.5,5,2,12,0,1,0,1,0,0,0,182,3865,1531
True,39,299.5,6,2,20,1,0,0,1,0,0,0,75,538,12087
False,21,59.5,5,0,0,0,1,0,0,0,0,0,7935,1239,848
True,29,5.5,6,1,11,2,1,0,0,0,0,0,7935,176,12087
True,49,299.5,3,2,27,0,1,0,0,0,0,0,7935,155,675
True,39,299.5,6,2,20,1,1,0,0,0,0,0,7935,786,12087
True,29,299.5,5,1,12,1,1,0,0,0,0,0,7935,786,12087
False,21,2999.5,1,1,4,0,1,0,0,0,0,0,1304,208,12087
True,39,299.5,6,1,13,0,1,0,1,0,0,0,4461,3865,799
True,29,299.5,6,1,7,1,1,0,0,0,0,0,994,1798,12087
False,29,10000.0,6,1,4,0,1,0,0,0,0,0,175,527,675
True,29,14.5,3,1,8,2,1,0,0,0,0,0,439,77,1531
True,39,5.5,7,2,10,2,1,0,0,0,0,0,7935,1239,12087
True,39,10000.0,6,1,15,1,1,0,0,0,0,0,709,1798,1531
True,39,14.5,6,2,17,2,1,0,0,0,0,0,4461,1160,460
False,29,5.5,5,1,2,0,1,0,0,0,0,0,7935,1239,12087
True,29,7499.5,5,0,3,1,1,0,0,0,0,0,709,3865,460
True,29,10000.0,6,2,12,0,1,0,0,0,0,0,7935,786,12087
True,39,1.0,6,2,18,2,0,0,1,0,0,0,7935,527,12087
False,29,20.0,5,2,5,0,1,0,0,0,0,0,4461,31,12087
False,29,299.5,5,1,8,1,1,0,0,0,0,0,182,155,684
False,49,59.5,5,0,23,2,1,0,0,0,0,0,7935,1239,12087
True,21,10000.0,5,1,3,0,1,0,0,0,0,0,4461,1239,12087
True,29,299.5,5,0,2,2,1,0,0,0,0,0,994,3865,592
True,59,299.5,5,2,32,0,1,0,0,0,0,0,7935,1239,12087
True,59,59.5,3,0,28,1,1,0,0,0,0,0,66,3865,341
True,39,5.5,5,1,11,1,1,0,0,0,0,0,7935,3865,12087
False,29,14.5,4,0,18,2,1,0,0,0,0,0,7935,491,12087
True,29,2999.5,5,2,4,0,1,0,0,0,0,0,7935,3865,446
True,49,1.0,1,0,34,2,0,0,1,0,0,0,709,425,12087
True,39,299.5,5,2,9,1,1,0,0,0,0,0,439,30,12087
True,39,10000.0,5,2,10,2,1,0,0,0,0,0,423,3865,848
True,29,14.5,6,2,6,2,1,0,1,0,1,0,7935,3865,1531
False,29,299.5,5,0,4,1,1,0,0,0,0,0,7935,962,1531
False,29,749.5,6,1,10,2,1,0,0,0,0,0,318,253,799
True,29,749.5,5,2,10,2,1,0,0,0,0,0,439,3865,1531
True,59,59.5,5,1,38,1,1,0,0,0,0,0,71,3865,401
False,29,5.5,3,1,10,1,0,1,1,0,0,0,7935,527,12087
True,39,7499.5,6,1,8,1,1,1,1,0,0,0,343,152,848
False,29,14.5,5,0,5,1,1,0,0,0,0,0,4461,117,12087
False,29,59.5,5,2,8,1,1,0,1,0,0,0,1304,1160,12087
True,29,299.5,5,1,10,0,1,0,0,0,0,0,318,3865,12087
True,21,749.5,5,2,2,0,1,0,0,0,0,0,7935,3865,12087
False,49,5.5,6,1,24,2,1,0,0,0,0,0,7935,838,12087
True,39,59.5,6,2,8,1,1,0,0,0,0,0,1304,3865,12087
True,29,749.5,5,1,6,1,1,0,0,0,0,0,155,3865,12087
True,39,7499.5,6,2,14,1,1,0,0,0,0,0,7935,3865,1531
True,29,299.5,6,1,7,1,1,0,0,0,0,0,7935,1239,848
True,49,1.0,3,2,27,2,0,0,1,0,0,0,7935,1239,12087
True,39,59.5,5,2,12,1,1,0,0,0,0,0,215,6,12087
False,21,14.5,5,1,3,2,1,0,0,0,0,0,4461,156,12087
True,29,10000.0,5,2,9,0,1,0,0,0,0,0,439,3865,12087
True,49,5.5,6,0,24,2,1,0,0,0,0,0,709,838,401
False,49,59.5,6,1,22,1,1,0,0,0,0,0,7935,1798,12087
True,29,59.5,1,1,8,0,1,0,0,0,0,0,7935,208,799
True,49,10000.0,6,1,25,1,1,0,0,0,0,0,994,155,12087
True,21,2999.5,3,2,6,1,1,0,1,0,1,0,4461,155,12087
False,21,14.5,5,1,5,2,1,0,1,0,0,0,4461,527,12087
True,49,10000.0,3,1,27,0,1,0,0,0,0,0,7935,3865,592
True,29,5.5,4,1,10,1,1,0,0,0,0,0,7935,340,12087
True,39,749.5,3,2,21,2,1,0,0,0,0,0,7935,3865,278
True,21,2999.5,5,1,3,0,0,1,0,1,0,0,83,68,12087
False,29,59.5,6,2,4,1,1,0,0,0,0,0,182,538,1531
True,39,59.5,3,1,19,2,1,0,1,0,0,0,4461,176,12087
False,29,14.5,5,1,2,0,1,0,0,0,1,0,7935,527,12087
True,21,299.5,5,0,6,2,1,0,0,0,0,0,51,3865,12087
True,39,299.5,5,2,11,1,1,0,0,0,0,0,753,1239,848
True,21,299.5,5,0,3,1,1,0,0,0,0,0,92,3865,799
False,29,299.5,5,2,3,2,1,0,0,0,0,0,7935,620,675
True,49,1.0,5,2,17,0,0,0,1,0,0,0,709,3865,12087
False,29,59.5,6,2,4,1,1,0,0,0,0,0,4461,1160,12087
False,21,59.5,6,2,2,0,1,0,0,0,0,0,7935,1160,12087
True,49,1.0,1,0,34,2,0,0,1,0,0,0,709,425,12087
False,29,59.5,5,0,1,0,1,0,0,0,0,0,7935,208,12087
False,29,5.5,5,2,7,2,1,0,0,0,0,0,7935,140,848
False,39,59.5,7,1,2,2,1,0,0,0,0,0,7935,503,12087
True,49,299.5,5,2,25,2,1,0,0,0,0,0,7935,3865,12087
False,39,59.5,6,1,10,0,1,0,0,0,0,0,1304,176,12087
False,59,2999.5,1,1,35,1,0,1,0,0,0,0,994,527,12087
True,29,749.5,5,1,12,0,1,0,0,0,0,0,7935,3865,12087
True,39,749.5,5,1,24,1,1,0,0,0,0,0,343,208,848
True,49,299.5,3,1,30,2,1,0,0,0,0,0,7935,3865,1531
True,39,2999.5,5,2,18,1,1,0,0,0,0,0,423,3865,1531
True,49,299.5,5,2,30,0,1,0,0,0,0,0,7935,3865,446
False,29,59.5,6,2,7,1,1,0,0,0,0,0,4461,503,12087
False,21,7499.5,6,1,3,0,1,0,0,0,0,0,4461,838,12087
True,29,10000.0,4,2,9,1,1,0,0,0,0,0,7935,3865,652
True,29,59.5,6,1,8,1,1,0,0,0,0,0,7935,3865,592
True,39,299.5,3,0,9,0,1,0,1,0,0,0,7935,3865,684
True,49,59.5,5,1,7,2,1,0,0,0,0,0,51,3865,12087
False,39,59.5,6,1,9,2,1,0,0,0,0,0,4461,90,12087
False,29,5.5,5,2,18,1,1,1,0,0,0,0,753,94,12087
False,29,59.5,5,0,5,0,1,0,0,0,0,0,7935,962,12087
True,29,299.5,6,0,15,1,1,0,0,0,0,0,994,30,848
True,39,1.0,6,2,20,1,0,0,1,0,0,0,7935,786,12087
False,29,5.5,6,1,14,2,1,0,1,0,0,0,42,77,341
True,49,59.5,6,1,23,2,1,0,0,0,0,0,7935,838,652
True,29,59.5,6,0,7,2,1,0,0,0,0,0,7935,527,12087
False,29,299.5,3,2,10,2,1,0,1,0,0,0,7935,152,12087
False,29,14.5,3,1,18,1,1,0,0,0,0,0,7935,527,12087
True,29,2999.5,5,1,11,0,1,0,0,0,0,0,7935,95,684
False,49,1.0,3,1,10,1,0,0,1,0,0,0,994,71,12087
True,29,1.0,5,2,12,1,0,0,1,0,0,0,215,1239,12087
True,39,299.5,5,1,10,1,1,0,0,0,0,0,7935,3865,848
False,29,59.5,6,1,9,2,1,0,0,0,0,0,7935,538,12087
False,29,20.0,6,1,7,0,0,1,0,1,0,0,155,3865,12087
True,29,14.5,6,1,7,1,1,0,0,0,0,0,7935,527,12087
True,39,2999.5,7,2,20,1,1,0,0,0,0,0,155,3865,341
True,29,299.5,5,2,7,1,1,0,0,0,0,0,7935,3865,278
False,21,10000.0,5,1,2,0,1,0,0,0,0,0,371,1239,446
True,29,10000.0,5,2,10,1,1,0,0,0,0,0,4461,3865,12087
True,29,2999.5,5,1,7,1,0,1,0,0,0,0,994,1798,1531
True,29,299.5,1,2,10,2,1,0,0,0,0,0,753,538,12087
True,29,10000.0,6,2,7,1,1,0,1,0,1,0,4461,3865,341
True,39,7499.5,6,2,7,0,1,0,0,0,0,0,7935,3865,12087
False,39,299.5,5,1,14,0,1,0,0,0,0,0,753,19,684
True,39,59.5,6,1,8,1,1,0,0,0,0,0,7935,340,592
True,39,299.5,5,2,22,1,1,0,0,0,0,0,4461,3865,652
True,49,59.5,3,1,23,0,1,0,0,0,0,0,709,208,12087
True,29,299.5,5,2,5,1,1,0,0,0,0,0,4461,3865,401
False,21,10000.0,3,1,0,0,0,1,0,1,0,0,83,538,799
True,39,2999.5,6,0,9,2,1,0,1,0,0,0,753,16,1531
True,49,59.5,5,2,28,2,1,0,0,0,0,0,7935,3865,1531
True,29,59.5,4,2,7,2,1,0,0,0,0,0,7935,1239,12087
True,39,5.5,7,2,12,1,1,0,0,0,0,0,7935,838,12087
False,21,10000.0,5,0,2,0,1,0,0,0,0,0,7935,962,12087
False,29,299.5,1,2,6,0,1,0,0,0,0,0,7935,152,12087
False,29,299.5,6,2,6,1,1,0,0,0,0,0,753,1160,465
False,49,299.5,6,2,21,2,0,0,1,0,0,0,994,253,12087
True,39,749.5,7,1,15,1,1,0,0,0,0,0,47,3865,446
False,29,749.5,6,1,6,1,1,0,0,0,0,0,182,1239,12087
True,49,299.5,4,0,8,1,1,0,0,0,0,0,7935,3865,341
False,39,10000.0,5,2,13,1,1,0,1,0,0,0,7935,148,592
True,59,59.5,5,2,50,1,0,0,1,0,0,0,7935,3865,1531
False,29,10000.0,5,2,0,0,1,0,0,0,0,0,7935,1160,12087
True,39,2999.5,5,1,19,1,1,0,0,0,0,0,4461,100,12087
True,39,299.5,6,2,19,1,1,0,0,0,0,0,175,3865,1531
True,39,10000.0,0,2,23,1,1,0,0,0,0,0,7935,3865,652
False,29,10000.0,6,2,5,0,1,0,0,0,0,0,4461,219,799
False,29,14.5,5,2,8,1,1,0,0,0,0,0,4461,54,12087
False,39,59.5,6,2,20,0,1,0,0,0,0,0,7935,1160,12087
True,29,299.5,5,1,3,0,1,0,0,0,0,0,4461,3865,799
False,39,20.0,5,2,3,0,1,0,0,0,0,0,7935,538,12087
True,59,2999.5,5,1,34,0,1,0,0,0,0,0,7935,3865,12087
False,59,749.5,3,2,32,1,1,0,0,0,0,0,7935,219,12087
True,39,2999.5,6,1,14,1,1,0,1,0,0,0,439,538,12087
False,49,7499.5,6,1,26,0,1,0,0,0,0,0,709,1798,12087
True,29,10000.0,2,1,12,1,1,0,0,0,0,0,371,786,12087
True,29,749.5,3,1,12,2,1,0,0,0,0,0,215,3865,12087
False,39,14.5,5,2,10,2,0,0,1,0,0,0,1304,47,12087
True,39,59.5,5,2,21,1,1,0,0,0,0,0,4461,786,12087
True,29,59.5,5,2,7,1,1,0,0,0,0,0,7935,1798,12087
True,29,5.5,5,2,13,2,1,0,0,0,0,0,7935,3865,12087
False,29,14.5,5,1,6,1,1,0,0,0,0,0,994,491,12087
True,39,299.5,7,1,17,1,1,0,0,0,0,0,994,1239,12087
True,49,59.5,7,1,22,2,1,0,0,0,0,0,4461,3865,12087
True,29,10000.0,6,0,3,0,1,0,0,0,0,0,709,3865,1531
True,49,59.5,6,2,36,0,1,0,0,0,0,0,4461,1239,848
True,39,59.5,1,1,25,2,1,0,1,0,0,0,7935,1798,12087
False,49,59.5,3,0,22,0,1,0,0,0,0,0,7935,219,12087
True,39,299.5,3,2,21,2,1,0,0,0,0,0,92,3865,12087
False,29,299.5,6,2,9,0,1,0,0,0,0,0,994,148,592
True,29,59.5,5,2,8,1,1,0,1,0,0,0,7935,253,12087
False,29,10000.0,6,2,6,0,1,0,0,0,0,0,371,82,12087
True,29,5.5,5,2,8,2,1,0,0,0,0,0,4461,340,12087
False,29,59.5,5,1,6,0,1,0,0,0,0,0,994,527,460
True,49,59.5,3,2,18,1,0,0,1,0,0,0,66,3865,12087
False,39,2999.5,6,2,10,0,1,0,0,0,0,0,7935,5,12087
False,29,299.5,5,1,6,0,1,0,0,0,1,0,7935,140,12087
True,39,59.5,1,1,22,2,1,0,0,0,0,0,7935,1798,1531
True,29,20.0,5,2,10,0,1,0,0,0,0,0,4461,3865,848
False,29,299.5,6,1,4,1,1,0,0,0,0,0,7935,1160,12087
True,29,299.5,6,2,10,0,1,0,0,0,0,0,4461,176,675
True,39,299.5,6,1,16,1,1,1,0,0,0,0,994,786,12087
False,39,299.5,7,0,7,1,1,0,0,0,0,0,155,491,12087
True,29,59.5,7,0,2,2,1,0,0,0,0,0,318,3865,12087
True,21,14.5,5,1,3,1,0,1,0,1,0,0,4461,527,278
True,49,59.5,5,2,10,0,0,0,1,0,0,0,155,171,12087
True,39,2999.5,3,2,6,1,1,0,0,0,0,0,994,3865,12087
True,21,299.5,2,1,4,0,1,0,0,0,0,0,7935,340,203
False,21,299.5,5,0,2,2,1,0,0,0,0,0,7935,208,12087
False,21,59.5,3,0,0,0,1,0,0,0,0,0,994,23,1531
False,21,59.5,1,1,2,1,1,0,0,1,0,0,753,38,848
True,29,299.5,5,1,8,2,1,0,0,0,0,0,371,538,675
False,39,59.5,3,1,19,1,0,0,1,0,0,0,7935,117,12087
False,29,59.5,5,2,12,2,1,0,0,0,0,0,7935,620,460
False,39,2999.5,5,1,18,2,1,0,0,0,0,0,7935,1239,12087
False,29,10000.0,5,1,4,0,1,0,0,0,0,0,7935,962,12087
True,29,299.5,3,1,6,2,1,0,0,0,0,0,1304,3865,446
False,49,299.5,5,1,27,0,1,0,0,0,0,0,7935,620,12087
True,29,299.5,5,2,10,2,1,0,0,0,0,0,51,3865,1531
True,29,2999.5,1,1,7,1,1,0,0,0,0,0,371,3865,203
False,29,59.5,5,2,7,1,1,0,0,0,0,0,4461,962,12087
True,49,299.5,3,2,22,1,0,0,1,0,0,0,7935,1239,684
False,29,299.5,6,1,4,0,0,0,1,0,0,0,7935,538,12087
True,21,5.5,5,1,4,2,1,0,1,0,0,0,7935,3865,401
True,29,299.5,5,0,7,1,1,0,0,0,0,0,7935,3865,799
False,49,5.5,3,1,28,2,1,0,1,0,0,0,7935,491,1531
True,39,59.5,3,1,17,0,1,0,0,0,0,0,7935,3865,12087
True,39,59.5,5,2,13,1,1,0,0,0,0,0,7935,3865,12087
False,21,59.5,6,1,1,0,1,0,0,0,0,0,4461,9,460
False,21,5.5,1,2,5,2,0,1,0,0,1,0,7935,491,12087
False,39,749.5,3,2,22,0,1,0,0,0,0,0,4461,219,12087
True,29,299.5,5,2,6,1,1,0,0,0,0,0,4461,1239,12087
True,39,1.0,1,2,15,2,0,0,1,0,0,0,4461,425,12087
True,39,59.5,6,0,12,1,1,0,0,0,0,0,994,1798,592
True,49,14.5,5,2,25,1,1,0,1,0,0,0,7935,3865,12087
True,39,749.5,1,2,14,1,1,0,0,0,0,0,1304,117,12087
