HighIncomeDev,AgeOrdinals,OrgSizeOrdinals,EdLevelOrdinals,RemoteOrdinals,YearsCodePro,PurchaseInfluence,"Employed, full-time","Employed, part-time","Independent contractor, freelancer, or self-employed","Student, full-time","Student, part-time",Not employed,DevType,Country,Industry
True,39,2999.5,5,1,17,1,1,0,0,0,0,0,17,27,5
True,39,14.5,7,1,9,2,1,0,0,0,0,0,0,152,11
True,59,2999.5,5,2,22,2,1,0,0,0,0,0,17,152,4
False,39,1.0,3,2,20,0,0,0,1,0,0,0,17,52,13
True,39,299.5,5,2,11,1,1,0,0,0,0,0,17,152,13
False,29,14.5,3,2,5,0,0,1,0,0,1,0,16,9,13
False,59,749.5,6,1,28,1,1,0,0,0,0,0,15,69,9
True,59,1.0,5,1,44,2,1,0,0,0,0,0,17,139,13
False,65,1.0,6,1,42,2,0,0,0,0,0,1,17,14,13
True,29,10000.0,7,1,13,2,1,0,0,0,0,0,19,113,13
True,49,59.5,5,0,20,1,1,0,0,0,0,0,17,152,13
True,39,10000.0,6,1,16,1,1,0,0,0,0,0,17,52,13
False,39,299.5,5,2,10,0,1,0,0,0,0,0,17,17,14
False,29,299.5,2,2,11,1,0,1,1,0,0,0,2,52,8
True,49,59.5,1,2,25,1,1,0,0,0,0,0,14,152,11
True,29,59.5,6,1,10,1,1,0,0,0,0,0,17,50,10
False,21,59.5,6,0,0,0,1,0,0,0,0,0,17,97,13
False,29,5.5,6,2,4,2,1,0,0,0,0,0,17,62,13
False,39,14.5,5,2,13,1,1,0,0,0,0,0,13,145,12
True,39,1.0,6,2,7,1,0,0,1,0,0,0,13,85,13
False,39,10000.0,5,2,17,1,1,0,0,0,0,0,13,51,0
False,29,5.5,7,1,3,2,1,0,0,0,0,0,0,150,6
True,29,5.5,5,1,9,2,1,0,0,0,0,0,14,152,13
False,39,2999.5,5,1,10,2,0,1,1,0,0,0,25,125,5
True,39,749.5,4,2,15,0,1,0,0,0,0,0,17,152,13
True,39,299.5,6,2,22,1,1,0,0,0,0,0,17,152,11
True,39,10000.0,5,2,13,0,1,0,0,0,0,0,13,152,13
False,29,59.5,5,2,11,0,1,0,1,0,0,0,17,20,8
True,39,2999.5,5,2,22,1,1,0,0,0,0,0,17,152,14
True,29,7499.5,3,2,12,1,1,0,0,0,0,0,17,27,13
True,59,14.5,5,2,35,2,1,0,0,0,0,0,17,152,13
True,39,14.5,6,1,20,1,0,0,0,0,0,1,17,152,13
False,39,1.0,5,2,26,2,0,0,1,0,0,0,17,52,13
True,39,59.5,6,1,10,0,1,0,0,0,0,0,14,150,9
True,49,14.5,5,1,25,1,1,0,0,0,0,0,13,152,13
True,29,59.5,5,2,9,1,1,0,0,0,0,0,13,150,5
False,29,10000.0,6,2,5,1,1,0,0,0,0,0,17,148,13
True,49,5.5,7,2,15,1,1,0,0,0,0,0,5,152,11
False,29,5.5,6,2,7,2,1,0,0,0,0,0,17,66,8
True,65,299.5,5,2,31,2,1,0,0,0,0,0,13,152,8
True,29,1.0,5,2,11,2,0,0,1,0,0,0,17,152,13
True,29,10000.0,5,2,12,1,1,0,0,0,0,0,17,52,13
True,39,299.5,4,1,10,1,1,0,0,0,0,0,17,152,7
False,29,749.5,6,2,8,0,1,0,0,0,0,0,16,148,12
True,59,10000.0,5,1,41,1,1,0,0,0,0,0,25,150,13
False,21,10000.0,5,2,2,2,1,0,0,0,0,0,5,121,13
False,49,749.5,1,2,25,1,1,0,0,0,0,0,13,69,13
True,39,10000.0,5,1,10,1,1,0,0,0,0,0,25,150,14
False,59,14.5,1,1,36,1,1,0,0,0,0,0,14,69,13
True,59,10000.0,5,2,20,0,1,0,0,0,0,0,13,152,12
True,29,59.5,5,1,7,1,0,1,0,0,0,0,25,139,13
True,29,749.5,6,2,10,1,1,0,0,0,0,0,8,134,13
True,29,14.5,6,2,11,2,1,0,0,0,0,0,22,134,7
False,21,5.5,5,2,5,1,0,1,0,0,0,0,17,62,12
True,29,7499.5,6,1,12,0,1,0,0,0,0,0,12,50,13
False,29,299.5,6,0,6,1,1,0,0,0,0,0,17,50,9
True,39,59.5,6,2,14,1,1,0,0,0,0,0,13,150,10
True,29,10000.0,5,1,3,0,1,0,0,0,0,0,13,152,8
True,39,5.5,6,2,20,0,1,0,0,0,0,0,17,52,13
True,29,10000.0,5,2,7,1,1,0,0,0,0,0,17,152,0
True,29,299.5,3,2,11,0,1,0,0,0,0,0,16,36,13
True,39,59.5,6,2,9,0,0,0,1,0,0,0,17,112,3
True,21,299.5,1,1,6,0,1,0,0,0,0,0,17,139,0
False,29,299.5,7,1,12,1,1,0,0,0,0,0,13,50,11
True,29,2999.5,6,1,1,1,1,0,0,0,0,0,17,152,13
True,49,299.5,3,1,30,1,0,0,1,0,0,0,17,66,1
True,39,2999.5,7,1,14,1,1,0,0,0,0,0,17,52,11
True,29,10000.0,6,1,10,1,1,0,0,0,0,0,17,84,13
True,29,299.5,5,2,10,1,1,0,0,0,0,0,13,69,13
True,29,59.5,5,2,17,0,1,0,0,0,0,0,17,152,14
False,21,59.5,1,0,0,0,1,0,0,0,0,0,14,150,8
False,49,5.5,1,0,30,2,1,0,0,0,0,0,14,69,13
False,59,59.5,6,1,30,0,1,0,0,0,0,0,17,102,13
True,29,2999.5,6,1,11,1,1,0,0,0,0,0,17,102,13
False,21,299.5,1,0,1,0,1,0,0,0,0,0,17,52,13
False,29,299.5,4,1,6,1,1,0,1,0,0,0,13,130,5
True,39,2999.5,3,2,17,2,1,0,1,0,0,0,17,121,13
False,39,59.5,5,2,24,1,1,0,0,0,0,0,17,134,5
False,29,59.5,6,2,11,2,1,0,0,0,0,0,22,62,13
True,21,14.5,5,1,5,2,1,0,0,0,0,0,17,152,9
True,49,299.5,5,0,20,1,1,0,0,0,0,0,28,152,13
True,39,7499.5,6,1,2,0,1,0,0,0,0,0,17,152,9
False,21,59.5,5,1,5,1,1,0,0,0,0,0,17,52,13
False,49,299.5,6,2,22,1,1,0,0,0,0,0,17,134,1
False,29,7499.5,5,1,6,1,1,0,0,0,0,0,14,102,13
True,39,14.5,6,1,8,2,1,0,0,0,0,0,17,52,13
False,49,59.5,6,2,18,2,1,0,0,0,0,0,14,122,13
True,29,2999.5,5,1,10,1,1,0,0,0,0,0,17,152,13
False,21,299.5,3,0,4,0,1,0,0,0,0,0,17,20,13
True,29,299.5,5,2,11,1,1,0,0,0,0,0,13,69,13
True,59,10000.0,5,2,40,0,1,0,0,0,0,0,2,152,4
False,29,59.5,6,1,1,1,1,0,0,0,0,0,17,50,13
True,29,749.5,5,1,7,0,1,0,0,0,0,0,8,109,13
False,49,14.5,3,1,26,1,1,0,0,0,0,0,17,102,13
False,49,14.5,3,2,2,0,1,0,0,0,0,0,13,148,13
True,49,59.5,6,2,17,2,1,0,0,0,0,0,13,52,8
True,29,299.5,4,2,5,1,1,0,1,0,0,0,2,27,8
True,29,10000.0,5,2,10,0,1,0,0,0,0,0,14,152,13
True,49,5.5,5,2,20,1,0,0,1,0,0,0,17,152,13
True,59,1.0,6,2,20,2,0,0,1,0,0,0,17,152,13
False,59,1.0,5,2,20,2,0,0,1,0,0,0,17,155,13
False,39,299.5,6,0,7,1,1,0,0,0,0,0,28,71,11
True,29,749.5,5,2,6,0,1,0,0,0,0,0,16,50,13
False,29,5.5,6,0,13,2,1,0,0,0,0,0,31,79,13
True,29,299.5,6,0,5,1,1,0,0,0,0,0,17,152,8
True,39,2999.5,5,2,13,1,1,0,0,0,0,0,17,152,5
True,29,7499.5,5,1,9,0,1,0,0,0,0,0,16,138,11
True,29,59.5,5,2,15,2,1,0,0,0,0,0,13,33,8
True,59,1.0,1,1,38,2,0,0,1,0,0,0,14,69,13
True,39,10000.0,7,1,12,1,1,0,0,0,0,0,13,115,13
False,21,2999.5,5,1,4,0,1,0,1,0,0,0,17,62,10
True,39,2999.5,7,0,5,0,1,0,0,0,0,0,28,50,6
False,65,10000.0,5,2,20,0,0,1,0,0,0,0,13,150,11
False,39,59.5,6,1,23,1,0,1,0,0,0,0,17,150,11
False,39,5.5,5,0,10,1,1,0,0,0,0,0,17,69,13
True,49,1.0,7,2,25,1,0,0,1,0,0,0,27,52,13
True,29,7499.5,5,2,7,0,1,0,0,0,0,0,19,152,12
False,59,10000.0,5,2,38,1,1,0,0,0,0,0,17,20,13
False,39,299.5,3,0,18,1,1,0,0,0,0,0,17,37,0
False,29,299.5,6,2,6,1,1,0,0,0,0,0,17,148,13
True,39,299.5,5,1,12,1,1,0,0,0,0,0,17,152,6
True,49,2999.5,5,1,25,1,1,0,0,0,0,0,14,152,13
True,39,59.5,5,2,13,2,1,0,0,0,0,0,31,150,0
True,29,7499.5,6,1,12,1,1,0,0,0,0,0,13,102,13
True,39,299.5,6,2,15,1,1,0,0,0,0,0,5,27,13
True,39,2999.5,5,2,14,0,1,0,0,0,0,0,17,134,10
True,39,59.5,6,1,10,1,1,0,0,0,0,0,14,107,4
True,39,1.0,6,2,9,1,0,0,1,0,0,0,17,52,13
True,29,299.5,1,2,14,0,1,0,0,0,0,0,17,9,3
True,29,59.5,5,2,17,0,1,0,0,0,0,0,13,152,13
False,21,20.0,3,0,1,0,1,0,0,1,0,0,32,152,13
True,39,299.5,6,1,14,0,1,0,0,0,0,0,13,150,0
True,29,299.5,5,0,2,1,1,0,0,0,0,0,15,152,11
True,29,749.5,6,2,11,1,1,0,0,0,0,0,8,150,13
True,39,14.5,5,2,12,0,1,0,1,0,0,0,18,152,11
True,39,299.5,6,2,20,1,0,0,1,0,0,0,1,115,13
False,21,59.5,5,0,0,0,1,0,0,0,0,0,17,150,3
True,29,5.5,6,1,11,2,1,0,0,0,0,0,17,116,13
True,49,299.5,3,2,27,0,1,0,0,0,0,0,17,49,0
True,39,299.5,6,2,20,1,1,0,0,0,0,0,17,27,13
True,29,299.5,5,1,12,1,1,0,0,0,0,0,17,27,13
False,21,2999.5,1,1,4,0,1,0,0,0,0,0,16,68,13
True,39,299.5,6,1,13,0,1,0,1,0,0,0,13,152,8
True,29,299.5,6,1,7,1,1,0,0,0,0,0,14,52,13
False,29,10000.0,6,1,4,0,1,0,0,0,0,0,11,102,0
True,29,14.5,3,1,8,2,1,0,0,0,0,0,22,84,11
True,39,5.5,7,2,10,2,1,0,0,0,0,0,17,150,13
True,39,10000.0,6,1,15,1,1,0,0,0,0,0,15,52,11
True,39,14.5,6,2,17,2,1,0,0,0,0,0,13,148,14
False,29,5.5,5,1,2,0,1,0,0,0,0,0,17,150,13
True,29,7499.5,5,0,3,1,1,0,0,0,0,0,15,152,14
True,29,10000.0,6,2,12,0,1,0,0,0,0,0,17,27,13
True,39,1.0,6,2,18,2,0,0,1,0,0,0,17,102,13
False,29,20.0,5,2,5,0,1,0,0,0,0,0,13,155,13
False,29,299.5,5,1,8,1,1,0,0,0,0,0,18,49,5
False,49,59.5,5,0,23,2,1,0,0,0,0,0,17,150,13
True,21,10000.0,5,1,3,0,1,0,0,0,0,0,13,150,13
True,29,299.5,5,0,2,2,1,0,0,0,0,0,14,152,9
True,59,299.5,5,2,32,0,1,0,0,0,0,0,17,150,13
True,59,59.5,3,0,28,1,1,0,0,0,0,0,27,152,6
True,39,5.5,5,1,11,1,1,0,0,0,0,0,17,152,13
False,29,14.5,4,0,18,2,1,0,0,0,0,0,17,69,13
True,29,2999.5,5,2,4,0,1,0,0,0,0,0,17,152,4
True,49,1.0,1,0,34,2,0,0,1,0,0,0,15,138,13
True,39,299.5,5,2,9,1,1,0,0,0,0,0,22,36,13
True,39,10000.0,5,2,10,2,1,0,0,0,0,0,25,152,3
True,29,14.5,6,2,6,2,1,0,1,0,1,0,17,152,11
False,29,299.5,5,0,4,1,1,0,0,0,0,0,17,62,11
False,29,749.5,6,1,10,2,1,0,0,0,0,0,28,37,8
True,29,749.5,5,2,10,2,1,0,0,0,0,0,22,152,11
True,59,59.5,5,1,38,1,1,0,0,0,0,0,10,152,1
False,29,5.5,3,1,10,1,0,1,1,0,0,0,17,102,13
True,39,7499.5,6,1,8,1,1,1,1,0,0,0,5,132,3
False,29,14.5,5,0,5,1,1,0,0,0,0,0,13,109,13
False,29,59.5,5,2,8,1,1,0,1,0,0,0,16,148,13
True,29,299.5,5,1,10,0,1,0,0,0,0,0,28,152,13
True,21,749.5,5,2,2,0,1,0,0,0,0,0,17,152,13
False,49,5.5,6,1,24,2,1,0,0,0,0,0,17,50,13
True,39,59.5,6,2,8,1,1,0,0,0,0,0,16,152,13
True,29,749.5,5,1,6,1,1,0,0,0,0,0,12,152,13
True,39,7499.5,6,2,14,1,1,0,0,0,0,0,17,152,11
True,29,299.5,6,1,7,1,1,0,0,0,0,0,17,150,3
True,49,1.0,3,2,27,2,0,0,1,0,0,0,17,150,13
True,39,59.5,5,2,12,1,1,0,0,0,0,0,2,104,13
False,21,14.5,5,1,3,2,1,0,0,0,0,0,13,121,13
True,29,10000.0,5,2,9,0,1,0,0,0,0,0,22,152,13
True,49,5.5,6,0,24,2,1,0,0,0,0,0,15,50,1
False,49,59.5,6,1,22,1,1,0,0,0,0,0,17,52,13
True,29,59.5,1,1,8,0,1,0,0,0,0,0,17,68,8
True,49,10000.0,6,1,25,1,1,0,0,0,0,0,14,49,13
True,21,2999.5,3,2,6,1,1,0,1,0,1,0,13,49,13
False,21,14.5,5,1,5,2,1,0,1,0,0,0,13,102,13
True,49,10000.0,3,1,27,0,1,0,0,0,0,0,17,152,9
True,29,5.5,4,1,10,1,1,0,0,0,0,0,17,139,13
True,39,749.5,3,2,21,2,1,0,0,0,0,0,17,152,2
True,21,2999.5,5,1,3,0,0,1,0,1,0,0,32,34,13
False,29,59.5,6,2,4,1,1,0,0,0,0,0,18,115,11
True,39,59.5,3,1,19,2,1,0,1,0,0,0,13,116,13
False,29,14.5,5,1,2,0,1,0,0,0,1,0,17,102,13
True,21,299.5,5,0,6,2,1,0,0,0,0,0,30,152,13
True,39,299.5,5,2,11,1,1,0,0,0,0,0,19,150,3
True,21,299.5,5,0,3,1,1,0,0,0,0,0,21,152,8
False,29,299.5,5,2,3,2,1,0,0,0,0,0,17,20,0
True,49,1.0,5,2,17,0,0,0,1,0,0,0,15,152,13
False,29,59.5,6,2,4,1,1,0,0,0,0,0,13,148,13
False,21,59.5,6,2,2,0,1,0,0,0,0,0,17,148,13
True,49,1.0,1,0,34,2,0,0,1,0,0,0,15,138,13
False,29,59.5,5,0,1,0,1,0,0,0,0,0,17,68,13
False,29,5.5,5,2,7,2,1,0,0,0,0,0,17,60,3
False,39,59.5,7,1,2,2,1,0,0,0,0,0,17,134,13
True,49,299.5,5,2,25,2,1,0,0,0,0,0,17,152,13
False,39,59.5,6,1,10,0,1,0,0,0,0,0,16,116,13
False,59,2999.5,1,1,35,1,0,1,0,0,0,0,14,102,13
True,29,749.5,5,1,12,0,1,0,0,0,0,0,17,152,13
True,39,749.5,5,1,24,1,1,0,0,0,0,0,5,68,3
True,49,299.5,3,1,30,2,1,0,0,0,0,0,17,152,11
True,39,2999.5,5,2,18,1,1,0,0,0,0,0,25,152,11
True,49,299.5,5,2,30,0,1,0,0,0,0,0,17,152,4
False,29,59.5,6,2,7,1,1,0,0,0,0,0,13,134,13
False,21,7499.5,6,1,3,0,1,0,0,0,0,0,13,50,13
True,29,10000.0,4,2,9,1,1,0,0,0,0,0,17,152,12
True,29,59.5,6,1,8,1,1,0,0,0,0,0,17,152,9
True,39,299.5,3,0,9,0,1,0,1,0,0,0,17,152,5
True,49,59.5,5,1,7,2,1,0,0,0,0,0,26,152,13
False,39,59.5,6,1,9,2,1,0,0,0,0,0,13,12,13
False,29,5.5,5,2,18,1,1,1,0,0,0,0,19,64,13
False,29,59.5,5,0,5,0,1,0,0,0,0,0,17,62,13
True,29,299.5,6,0,15,1,1,0,0,0,0,0,14,36,3
True,39,1.0,6,2,20,1,0,0,1,0,0,0,17,27,13
False,29,5.5,6,1,14,2,1,0,1,0,0,0,20,63,6
True,49,59.5,6,1,23,2,1,0,0,0,0,0,17,50,12
True,29,59.5,6,0,7,2,1,0,0,0,0,0,17,102,13
False,29,299.5,3,2,10,2,1,0,1,0,0,0,17,132,13
False,29,14.5,3,1,18,1,1,0,0,0,0,0,17,102,13
True,29,2999.5,5,1,11,0,1,0,0,0,0,0,17,71,5
False,49,1.0,3,1,10,1,0,0,1,0,0,0,14,130,13
True,29,1.0,5,2,12,1,0,0,1,0,0,0,2,150,13
True,39,299.5,5,1,10,1,1,0,0,0,0,0,17,152,3
False,29,59.5,6,1,9,2,1,0,0,0,0,0,17,115,13
False,29,20.0,6,1,7,0,0,1,0,1,0,0,0,152,13
True,29,14.5,6,1,7,1,1,0,0,0,0,0,17,102,13
True,39,2999.5,7,2,20,1,1,0,0,0,0,0,0,152,6
True,29,299.5,5,2,7,1,1,0,0,0,0,0,17,152,2
False,21,10000.0,5,1,2,0,1,0,0,0,0,0,8,150,4
True,29,10000.0,5,2,10,1,1,0,0,0,0,0,13,152,13
True,29,2999.5,5,1,7,1,0,1,0,0,0,0,14,52,11
True,29,299.5,1,2,10,2,1,0,0,0,0,0,19,115,13
True,29,10000.0,6,2,7,1,1,0,1,0,1,0,13,152,6
True,39,7499.5,6,2,7,0,1,0,0,0,0,0,17,152,13
False,39,299.5,5,1,14,0,1,0,0,0,0,0,19,18,5
True,39,59.5,6,1,8,1,1,0,0,0,0,0,17,139,9
True,39,299.5,5,2,22,1,1,0,0,0,0,0,13,152,12
True,49,59.5,3,1,23,0,1,0,0,0,0,0,15,68,13
True,29,299.5,5,2,5,1,1,0,0,0,0,0,13,152,1
False,21,10000.0,3,1,0,0,0,1,0,1,0,0,32,115,8
True,39,2999.5,6,0,9,2,1,0,1,0,0,0,19,125,11
True,49,59.5,5,2,28,2,1,0,0,0,0,0,17,152,11
True,29,59.5,4,2,7,2,1,0,0,0,0,0,17,150,13
True,39,5.5,7,2,12,1,1,0,0,0,0,0,17,50,13
False,21,10000.0,5,0,2,0,1,0,0,0,0,0,17,62,13
False,29,299.5,1,2,6,0,1,0,0,0,0,0,17,132,13
False,29,299.5,6,2,6,1,1,0,0,0,0,0,19,148,10
False,49,299.5,6,2,21,2,0,0,1,0,0,0,14,37,13
True,39,749.5,7,1,15,1,1,0,0,0,0,0,29,152,4
False,29,749.5,6,1,6,1,1,0,0,0,0,0,18,150,13
True,49,299.5,4,0,8,1,1,0,0,0,0,0,17,152,6
False,39,10000.0,5,2,13,1,1,0,1,0,0,0,17,94,9
True,59,59.5,5,2,50,1,0,0,1,0,0,0,17,152,11
False,29,10000.0,5,2,0,0,1,0,0,0,0,0,17,148,13
True,39,2999.5,5,1,19,1,1,0,0,0,0,0,13,22,13
True,39,299.5,6,2,19,1,1,0,0,0,0,0,11,152,11
True,39,10000.0,0,2,23,1,1,0,0,0,0,0,17,152,12
False,29,10000.0,6,2,5,0,1,0,0,0,0,0,13,122,8
False,29,14.5,5,2,8,1,1,0,0,0,0,0,13,114,13
False,39,59.5,6,2,20,0,1,0,0,0,0,0,17,148,13
True,29,299.5,5,1,3,0,1,0,0,0,0,0,13,152,8
False,39,20.0,5,2,3,0,1,0,0,0,0,0,17,115,13
True,59,2999.5,5,1,34,0,1,0,0,0,0,0,17,152,13
False,59,749.5,3,2,32,1,1,0,0,0,0,0,17,122,13
True,39,2999.5,6,1,14,1,1,0,1,0,0,0,22,115,13
False,49,7499.5,6,1,26,0,1,0,0,0,0,0,15,52,13
True,29,10000.0,2,1,12,1,1,0,0,0,0,0,8,27,13
True,29,749.5,3,1,12,2,1,0,0,0,0,0,2,152,13
False,39,14.5,5,2,10,2,0,0,1,0,0,0,16,142,13
True,39,59.5,5,2,21,1,1,0,0,0,0,0,13,27,13
True,29,59.5,5,2,7,1,1,0,0,0,0,0,17,52,13
True,29,5.5,5,2,13,2,1,0,0,0,0,0,17,152,13
False,29,14.5,5,1,6,1,1,0,0,0,0,0,14,69,13
True,39,299.5,7,1,17,1,1,0,0,0,0,0,14,150,13
True,49,59.5,7,1,22,2,1,0,0,0,0,0,13,152,13
True,29,10000.0,6,0,3,0,1,0,0,0,0,0,15,152,11
True,49,59.5,6,2,36,0,1,0,0,0,0,0,13,150,3
True,39,59.5,1,1,25,2,1,0,1,0,0,0,17,52,13
False,49,59.5,3,0,22,0,1,0,0,0,0,0,17,122,13
True,39,299.5,3,2,21,2,1,0,0,0,0,0,21,152,13
False,29,299.5,6,2,9,0,1,0,0,0,0,0,14,94,9
True,29,59.5,5,2,8,1,1,0,1,0,0,0,17,37,13
False,29,10000.0,6,2,6,0,1,0,0,0,0,0,8,129,13
True,29,5.5,5,2,8,2,1,0,0,0,0,0,13,139,13
False,29,59.5,5,1,6,0,1,0,0,0,0,0,14,102,14
True,49,59.5,3,2,18,1,0,0,1,0,0,0,27,152,13
False,39,2999.5,6,2,10,0,1,0,0,0,0,0,17,45,13
False,29,299.5,5,1,6,0,1,0,0,0,1,0,17,60,13
True,39,59.5,1,1,22,2,1,0,0,0,0,0,17,52,11
True,29,20.0,5,2,10,0,1,0,0,0,0,0,13,152,3
False,29,299.5,6,1,4,1,1,0,0,0,0,0,17,148,13
True,29,299.5,6,2,10,0,1,0,0,0,0,0,13,116,0
True,39,299.5,6,1,16,1,1,1,0,0,0,0,14,27,13
False,39,299.5,7,0,7,1,1,0,0,0,0,0,0,69,13
True,29,59.5,7,0,2,2,1,0,0,0,0,0,28,152,13
True,21,14.5,5,1,3,1,0,1,0,1,0,0,13,102,2
True,49,59.5,5,2,10,0,0,0,1,0,0,0,12,145,13
True,39,2999.5,3,2,6,1,1,0,0,0,0,0,14,152,13
True,21,299.5,2,1,4,0,1,0,0,0,0,0,17,139,7
False,21,299.5,5,0,2,2,1,0,0,0,0,0,17,68,13
False,21,59.5,3,0,0,0,1,0,0,0,0,0,14,43,11
False,21,59.5,1,1,2,1,1,0,0,1,0,0,19,79,3
True,29,299.5,5,1,8,2,1,0,0,0,0,0,8,115,0
False,39,59.5,3,1,19,1,0,0,1,0,0,0,17,6,13
False,29,59.5,5,2,12,2,1,0,0,0,0,0,17,20,14
False,39,2999.5,5,1,18,2,1,0,0,0,0,0,17,150,13
False,29,10000.0,5,1,4,0,1,0,0,0,0,0,17,62,13
True,29,299.5,3,1,6,2,1,0,0,0,0,0,16,152,4
False,49,299.5,5,1,27,0,1,0,0,0,0,0,17,20,13
True,29,299.5,5,2,10,2,1,0,0,0,0,0,30,152,11
True,29,2999.5,1,1,7,1,1,0,0,0,0,0,8,152,7
False,29,59.5,5,2,7,1,1,0,0,0,0,0,13,62,13
True,49,299.5,3,2,22,1,0,0,1,0,0,0,17,150,5
False,29,299.5,6,1,4,0,0,0,1,0,0,0,17,115,13
True,21,5.5,5,1,4,2,1,0,1,0,0,0,17,152,1
True,29,299.5,5,0,7,1,1,0,0,0,0,0,17,152,8
False,49,5.5,3,1,28,2,1,0,1,0,0,0,17,69,11
True,39,59.5,3,1,17,0,1,0,0,0,0,0,17,152,13
True,39,59.5,5,2,13,1,1,0,0,0,0,0,17,152,13
False,21,59.5,6,1,1,0,1,0,0,0,0,0,13,2,14
False,21,5.5,1,2,5,2,0,1,0,0,1,0,17,69,13
False,39,749.5,3,2,22,0,1,0,0,0,0,0,13,122,13
True,29,299.5,5,2,6,1,1,0,0,0,0,0,13,150,13
True,39,1.0,1,2,15,2,0,0,1,0,0,0,13,138,13
True,39,59.5,6,0,12,1,1,0,0,0,0,0,14,52,9
True,49,14.5,5,2,25,1,1,0,1,0,0,0,17,152,13
True,39,749.5,1,2,14,1,1,0,0,0,0,0,16,6,13
False,29,299.5,6,1,3,0,1,0,1,0,0,0,17,69,13
True,29,749.5,6,1,12,0,1,0,0,0,0,0,25,152,11
True,49,14.5,5,1,26,2,1,0,0,0,0,0,22,27,13
False,29,749.5,5,2,9,0,1,0,1,0,0,0,13,155,13
False,29,2999.5,6,0,4,0,1,0,0,0,0,0,17,150,4
False,29,1.0,5,2,10,1,0,0,1,0,0,0,17,152,13
True,59,299.5,6,2,23,2,1,0,0,0,0,0,13,152,12
True,21,14.5,6,1,2,2,1,0,0,0,0,0,28,152,1
True,39,7499.5,5,2,9,1,1,0,0,0,0,0,17,152,12
False,21,20.0,3,2,2,2,1,0,0,0,0,0,10,148,13
True,29,2999.5,5,2,10,0,1,0,0,0,0,0,8,152,7
True,29,20.0,6,2,3,0,1,0,0,0,0,0,18,152,11
False,39,7499.5,5,1,21,2,1,0,0,0,0,0,25,73,14
False,29,299.5,5,1,3,0,1,0,0,0,0,0,16,152,11
False,29,299.5,5,2,5,1,1,0,0,0,0,0,16,150,13
True,29,299.5,5,0,12,2,1,0,0,0,0,0,13,152,11
True,49,10000.0,6,0,30,1,1,0,0,0,0,0,31,150,13
True,59,1.0,6,2,30,2,0,0,1,0,0,0,14,52,13
False,59,5.5,6,2,20,2,1,0,0,0,0,0,17,122,13
False,29,1.0,6,2,8,2,0,0,1,0,0,0,10,50,13
